"sub","name","size"
"ADMINISTRATIVE CONFERENCE OF THE U. S.","DATAPRISE, INC.",30000
"ADMINISTRATIVE CONFERENCE OF THE U. S.","HIRE ONE PERSONNEL SERVICES OF WASHINGTON DC LLC",21900
"ADMINISTRATIVE CONFERENCE OF THE U. S.","RELX INC.",8892
"ADMINISTRATIVE CONFERENCE OF THE U. S.","AGILEANA L.C.",8000
"ADMINISTRATIVE OFFICE OF THE U.S. COURTS","E3 FEDERAL SOLUTIONS, LLC",620562.54
"ADMINISTRATIVE OFFICE OF THE U.S. COURTS","NASATKA BARRIER, INCORPORATED",582713.42
"ADMINISTRATIVE OFFICE OF THE U.S. COURTS","AKAL SECURITY, INC",518214.76
"ADMINISTRATIVE OFFICE OF THE U.S. COURTS","NOACON, INC.",441711.6
"ADMINISTRATIVE OFFICE OF THE U.S. COURTS","MACNAK CONSTRUCTION LLC",321221.93
"ADMINISTRATIVE OFFICE OF THE U.S. COURTS","RAPISCAN SYSTEMS, INC.",285299.28
"ADMINISTRATIVE OFFICE OF THE U.S. COURTS","DLR GROUP INC.",256804
"ADMINISTRATIVE OFFICE OF THE U.S. COURTS","MAGNUM, INC.",255575.32
"ADMINISTRATIVE OFFICE OF THE U.S. COURTS","JE HURLEY CONSTRUCTION, INC.",226191
"ADMINISTRATIVE OFFICE OF THE U.S. COURTS","SMITHS DETECTION, INC.",205235
"ADMINISTRATIVE REVIEW BOARD","MICROPACT, INC.",374951.1
"ADVISORY COUNCIL ON HISTORIC PRESERVATION","HISTORIC MISSION INN CORPORATION",5610.43
"ADVISORY COUNCIL ON HISTORIC PRESERVATION","ELUCID SOLUTIONS, INC.",-1409.35
"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","ABT ASSOCIATES INC.",832905
"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","L & M POLICY RESEARCH, LLC",453706
"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES",446319.05
"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS",255000
"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","DUKE UNIVERSITY",255000
"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","CAPITAL CONSULTING CORP",216225
"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","EDAPTIVE SYSTEMS, L.L.C.",135535
"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","MIDTOWN PERSONNEL INC",622.32
"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","JOHNS HOPKINS UNIVERSITY",-1
"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","MATHEMATICA POLICY RESEARCH, INC.",-402.41
"AGENCY FOR INTERNATIONAL DEVELOPMENT","DEVELOPMENT INFOSTRUCTURE",998742.67
"AGENCY FOR INTERNATIONAL DEVELOPMENT","PROGRAM FOR APPROPRIATE TECHNOLOGY IN HEALTH",980000
"AGENCY FOR INTERNATIONAL DEVELOPMENT","OCTO CONSULTING GROUP, INC.",965320.18
"AGENCY FOR INTERNATIONAL DEVELOPMENT","GLOBAL TECH INC.",919667.83
"AGENCY FOR INTERNATIONAL DEVELOPMENT","CHEMONICS INTERNATIONAL INCORPORATED",911168.22
"AGENCY FOR INTERNATIONAL DEVELOPMENT","PARKER TIDE CORP.",860170
"AGENCY FOR INTERNATIONAL DEVELOPMENT","INSTITUT ZA RAZVOJ MLADIH KULT",847048
"AGENCY FOR INTERNATIONAL DEVELOPMENT","COPPER RIVER ENTERPRISE SERVICES, LLC",846053
"AGENCY FOR INTERNATIONAL DEVELOPMENT","US OCEAN",830000
"AGENCY FOR INTERNATIONAL DEVELOPMENT","B AND SONS TRANSPORT/CONSTRUCT ION SERVICES, INC",794982.41
"AGRICULTURAL MARKETING SERVICE","FANNING, FANNING & ASSOCIATES INC",988775.68
"AGRICULTURAL MARKETING SERVICE","NATIONAL FRUIT PRODUCT COMPANY, INCORPORATED",911234.95
"AGRICULTURAL MARKETING SERVICE","RED GOLD INC",905788.15
"AGRICULTURAL MARKETING SERVICE","WESTERN VEG-PRODUCE, INC.",810607.2
"AGRICULTURAL MARKETING SERVICE","HOLM, DEL RAY & SONS INC",688363.4
"AGRICULTURAL MARKETING SERVICE","MCCALL FARMS, INC.",667223.91
"AGRICULTURAL MARKETING SERVICE","DELOITTE CONSULTING LLP",584929.62
"AGRICULTURAL MARKETING SERVICE","DIGITAL MANAGEMENT, LLC",572436.8
"AGRICULTURAL MARKETING SERVICE","USTER TECHNOLOGIES, INC.",487275
"AGRICULTURAL MARKETING SERVICE","LAKESIDE FOODS, INC.",479738.04
"AGRICULTURAL RESEARCH SERVICE","SUPPLIED INDUSTRIAL SOLUTIONS, INC.",991180.42
"AGRICULTURAL RESEARCH SERVICE","TEYA SERVICES LLC",961517.61
"AGRICULTURAL RESEARCH SERVICE","EXECUTIVE INFORMATION SYSTEMS,",795272.1
"AGRICULTURAL RESEARCH SERVICE","HD INC.",724815
"AGRICULTURAL RESEARCH SERVICE","RYAN CONSULTING GROUP, INC.",545441.17
"AGRICULTURAL RESEARCH SERVICE","SHEKAR ENGINEERING, P.L.C.",533659.33
"AGRICULTURAL RESEARCH SERVICE","SIEMENS INDUSTRY INC.",517840.71
"AGRICULTURAL RESEARCH SERVICE","ILLUMINA, INC.",497169.26
"AGRICULTURAL RESEARCH SERVICE","CHEROKEE SERVICES GROUP, L.L.C.",475107.02
"AGRICULTURAL RESEARCH SERVICE","AECOM TECHNICAL SERVICES, INC.",467704
"AGRICULTURE, DEPARTMENT OF","MISCELLANEOUS FOREIGN AWARDEES",233383.51
"AGRICULTURE, DEPARTMENT OF","AD PROJECT CO.,LTD.",32538.96
"AGRICULTURE, DEPARTMENT OF","ELA GROUP INC.",27986.69
"AGRICULTURE, DEPARTMENT OF","AGS/FROESH, OOO",9081.38
"AGRICULTURE, DEPARTMENT OF","CIGNA LIFE INSURANCE COMPANY OF EUROPE SA NV SUCURSAL EN ESPANA",4916.14
"AGRICULTURE, DEPARTMENT OF","EZRA TECHNOLOGIES, INC",3466.65
"AGRICULTURE, DEPARTMENT OF","CAVALIER TELEPHONE, L.L.C.",2120.08
"AGRICULTURE, DEPARTMENT OF","AIA SINGAPORE PRIVATE LIMITED",1793.24
"AGRICULTURE, DEPARTMENT OF","GLOBAL SUPPORT SERVICES, LLC",-2846.4
"ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","PROFESSIONAL MANAGEMENT ENTERPRISES, INC",442441.6
"ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","CSF TECHNOLOGIES INC.",388723.86
"ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","EMERGENT, LLC",253183.9
"ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","TECHGLOBAL, INC.",90958.56
"ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","FCN, INC.",76959.85
"ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","INTELLIPEAK SOLUTIONS INC",74400
"ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","HEARTLAND ENERGY PARTNERS LLC",61744.24
"ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","ANACAPA MICRO PRODUCTS, INC.",60040.78
"ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","NEW CENTURY IMAGING, INC.",52311.5
"ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","CELLCO PARTNERSHIP DBA VERIZON WIRELESS",42371.96
"ANIMAL AND PLANT HEALTH INSPECTION SERVICE","STARS II PARTNERSHIP JOINT VENTURE LLC",965181.16
"ANIMAL AND PLANT HEALTH INSPECTION SERVICE","TECHNIK INC.",814999.32
"ANIMAL AND PLANT HEALTH INSPECTION SERVICE","APPLIED DESIGN CORPORATION",781941.74
"ANIMAL AND PLANT HEALTH INSPECTION SERVICE","SCENTRY BIOLOGICALS, INC.",721050
"ANIMAL AND PLANT HEALTH INSPECTION SERVICE","ZOETIS INC.",640050
"ANIMAL AND PLANT HEALTH INSPECTION SERVICE","GOVERNMENT ACQUISITIONS, INC.",639776.77
"ANIMAL AND PLANT HEALTH INSPECTION SERVICE","FORD MOTOR COMPANY",639325
"ANIMAL AND PLANT HEALTH INSPECTION SERVICE","FCA US LLC",583170
"ANIMAL AND PLANT HEALTH INSPECTION SERVICE","DELTA 21 RESOURCES INC",574546.35
"ANIMAL AND PLANT HEALTH INSPECTION SERVICE","STANLEY CONSULTANTS, INC.",487886.59
"ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD","UNIVERSITY OF ILLINOIS",44863.92
"ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD","NEW TECH SOLUTIONS, INC.",30000
"ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD","YORK TELECOM CORPORATION",25575
"ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD","VOIGT'S BUS SERVICE INC",4608
"ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD","STUART B CONSULTANT INC",4437.68
"ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD","SIRSI CORPORATION",3786
"ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD","KASTLE SYSTEMS LLC",3069
"ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD","CANON U.S.A., INC.",908.8
"ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD","ECONOMETRICA, INC.",-37.32
"ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD","KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED",-300.01
"ARMED FORCES RETIREMENT HOME","MANTONI, DR. ROBERT INC",450000
"ARMED FORCES RETIREMENT HOME","R H G GROUP INCORPORATED",400000
"ARMED FORCES RETIREMENT HOME","RAPPAHANNOCK GOODWILL INDUSTRIES, INC.",128775
"ARMED FORCES RETIREMENT HOME","VETERANS MANAGEMENT SERVICES, INC.",93514.62
"ARMED FORCES RETIREMENT HOME","BROWN & COMPANY, CERTIFIED PUBLIC ACCOUNTANTS AND MANAGEMENT CONSULTANTS, P.L.L.C.",66255.96
"ARMED FORCES RETIREMENT HOME","ACTIONABLE INTELLIGENCE TECHNOLOGIES, INC.",41868.75
"ARMED FORCES RETIREMENT HOME","DEERE AND COMPANY (2580)",33957.38
"ARMED FORCES RETIREMENT HOME","EXCEL INDUSTRIES, INC.",19880
"ARMED FORCES RETIREMENT HOME","ACUSTAF DEVELOPMENT CORP",15342.71
"ARMED FORCES RETIREMENT HOME","ENSOFTEK, INC.",15079
"ATF ACQUISITION AND PROPERTY MGMT DIV","HENDRICK MOTORSPORTS PERFORMANCE GROUP",980096
"ATF ACQUISITION AND PROPERTY MGMT DIV","RP AUTOMOTIVE, INC.",791490
"ATF ACQUISITION AND PROPERTY MGMT DIV","ICS NETT, INC.",760165.44
"ATF ACQUISITION AND PROPERTY MGMT DIV","JAYBRO GROUP LLC",752647.97
"ATF ACQUISITION AND PROPERTY MGMT DIV","KATZ CAR RADIO AND AUTOMOTIVE CENTER, INC",712730
"ATF ACQUISITION AND PROPERTY MGMT DIV","CONDUIT LANGUAGE SPECIALISTS, INC.",696694.52
"ATF ACQUISITION AND PROPERTY MGMT DIV","OLIN CORPORATION",632064
"ATF ACQUISITION AND PROPERTY MGMT DIV","OFFICE IMAGES, INC.",574120
"ATF ACQUISITION AND PROPERTY MGMT DIV","KNOWLEDGEBANK, INC.",571370.45
"ATF ACQUISITION AND PROPERTY MGMT DIV","GENERAL MOTORS LLC",569642
"BROADCASTING BOARD OF GOVERNORS","THOMSON REUTERS (MARKETS) LLC",816644
"BROADCASTING BOARD OF GOVERNORS","CGI FEDERAL INC.",700000
"BROADCASTING BOARD OF GOVERNORS","ULTRAREACH INTERNET CORP.",690000
"BROADCASTING BOARD OF GOVERNORS","NLT CORPORATION",575009.69
"BROADCASTING BOARD OF GOVERNORS","ALLTRANSPACK, INC.",502000
"BROADCASTING BOARD OF GOVERNORS","THE MITRE CORPORATION",393141
"BROADCASTING BOARD OF GOVERNORS","ASSIGNED COUNSEL INCORPORATED",352142.28
"BROADCASTING BOARD OF GOVERNORS","AT&T CORP.",342528.03
"BROADCASTING BOARD OF GOVERNORS","DUKE ENERGY PROGRESS, INC.",309585.46
"BROADCASTING BOARD OF GOVERNORS","ALLCOM GLOBAL SERVICES, INC.",272153.56
"BUREAU OF ECONOMIC ANALYSIS","CARAHSOFT TECHNOLOGY CORP.",636867.04
"BUREAU OF ECONOMIC ANALYSIS","ALLSTEEL INC.",208367.54
"BUREAU OF ECONOMIC ANALYSIS","NPD GROUP, INC., THE",74870
"BUREAU OF ECONOMIC ANALYSIS","STANDARD & POOR'S FINANCIAL SERVICES LLC",72303
"BUREAU OF ECONOMIC ANALYSIS","ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY",50697.98
"BUREAU OF ECONOMIC ANALYSIS","IMS GOVERNMENT SOLUTIONS, INC.",28856.77
"BUREAU OF ECONOMIC ANALYSIS","MOODY'S ANALYTICS, INC.",20234
"BUREAU OF ECONOMIC ANALYSIS","INTERNATIONAL ASSOCIATION FOR RESEARCH IN INCOME AND WEALTH",3000
"BUREAU OF ECONOMIC ANALYSIS","DIGITAL MANAGEMENT, INC.",-2891.19
"BUREAU OF ECONOMIC ANALYSIS","BOOZ ALLEN HAMILTON INC.",-525000
"BUREAU OF ENGRAVING AND PRINTING","CARAHSOFT TECHNOLOGY CORP.",894308.25
"BUREAU OF ENGRAVING AND PRINTING","GIESECKE & DEVRIENT AMERICA, INC.",605731.84
"BUREAU OF ENGRAVING AND PRINTING","BELL & SONS, INC.",559633.62
"BUREAU OF ENGRAVING AND PRINTING","KBA-NOTASYS S.A.",517633.8
"BUREAU OF ENGRAVING AND PRINTING","CLEARAVENUE, LLC",477554.16
"BUREAU OF ENGRAVING AND PRINTING","CADILLAC PRODUCTS PACKAGING COMPANY",468983.54
"BUREAU OF ENGRAVING AND PRINTING","AT&T MOBILITY LLC",275458.08
"BUREAU OF ENGRAVING AND PRINTING","G.C.MICRO CORPORATION",268000
"BUREAU OF ENGRAVING AND PRINTING","FOUR LLC",249008.56
"BUREAU OF ENGRAVING AND PRINTING","TRUETANDEM, LLC",226918.45
"BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","AERO SPRAY INC",920877.34
"BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","4TELL SOLUTIONS LLC",910000
"BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","PAPILLON AIRWAYS, INC.",760316
"BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","WHITENER GROUP LLC, THE",751175
"BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","NAVAJO TRIBAL UTILITY AUTHORITY COMPANY",744058.36
"BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","KADIAK, LLC",664952.89
"BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","AMG COMPANY, INC.",629712.68
"BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","FIRELAKE CONSTRUCTION, INC.",621133.98
"BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","US FOODS, INC.",601963.87
"BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","SUSTAINABLE MODULAR MANAGEMENT, INC.",541136
"BUREAU OF INDUSTRY AND SECURITY","JASPER SOLUTIONS INC",450355
"BUREAU OF INDUSTRY AND SECURITY","FORCE 3, INC.",312689.19
"BUREAU OF INDUSTRY AND SECURITY","INSIGHT PUBLIC SECTOR, INC.",283446
"BUREAU OF INDUSTRY AND SECURITY","NETIMPACT STRATEGIES, INC",242163.64
"BUREAU OF INDUSTRY AND SECURITY","ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY",94099.61
"BUREAU OF INDUSTRY AND SECURITY","OPTIMEDIA INC",58600
"BUREAU OF INDUSTRY AND SECURITY","TRIDENT TECHNICAL SOLUTIONS, LLC",42959.04
"BUREAU OF INDUSTRY AND SECURITY","NEW YORK, CITY OF",42600
"BUREAU OF INDUSTRY AND SECURITY","AT&T MOBILITY LLC",40000
"BUREAU OF INDUSTRY AND SECURITY","SYMBOLIC TECHNOLOGY INCORPORATED",32098
"BUREAU OF INTERNATIONAL LABOR AFFAIRS","H&S RESOURCES CORPORATION",123413.6
"BUREAU OF INTERNATIONAL LABOR AFFAIRS","AT&T MOBILITY LLC",66962.04
"BUREAU OF INTERNATIONAL LABOR AFFAIRS","OBRIEN & ASSOCIATES INTERNATIONAL INC",43142
"BUREAU OF LABOR STATISTICS","SABRE SYSTEMS, INC.",688850.32
"BUREAU OF LABOR STATISTICS","THUNDERCAT TECHNOLOGY, LLC",454719.95
"BUREAU OF LABOR STATISTICS","OFFICE REMEDIES INCORPORATED",407467.79
"BUREAU OF LABOR STATISTICS","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",374709.73
"BUREAU OF LABOR STATISTICS","DATA MANAGEMENT ASSOCIATES OF BREVARD, INC.",339335
"BUREAU OF LABOR STATISTICS","COMPUSEARCH SOFTWARE SYSTEMS, INC.",322826.45
"BUREAU OF LABOR STATISTICS","INDUS SECURE NETWORK SOLUTIONS LIMITED LIABILITY COMPANY",316600.6
"BUREAU OF LABOR STATISTICS","FEDSCALE INC.",200929.06
"BUREAU OF LABOR STATISTICS","AQUATE CORPORATION",188538.44
"BUREAU OF LABOR STATISTICS","BLUE TECH INC.",146658.96
"BUREAU OF LAND MANAGEMENT","ERA HELICOPTERS, LLC",965070
"BUREAU OF LAND MANAGEMENT","VISTRONIX, LLC",893418
"BUREAU OF LAND MANAGEMENT","HELICOPTER EXPRESS INC.",883470
"BUREAU OF LAND MANAGEMENT","RELM COMMUNICATIONS INC",880990.6
"BUREAU OF LAND MANAGEMENT","JACOBS ENGINEERING GROUP INC.",842414.81
"BUREAU OF LAND MANAGEMENT","CATERPILLAR INC.",828636
"BUREAU OF LAND MANAGEMENT","GRAND EAGLE SUMMIT, LLC",812713.2
"BUREAU OF LAND MANAGEMENT","QUICKSILVER CONTRACTING COMPANY",786684.55
"BUREAU OF LAND MANAGEMENT","FORD MOTOR COMPANY",758477
"BUREAU OF LAND MANAGEMENT","SOLOY HELICOPTERS, LLC",756126
"BUREAU OF OCEAN ENERGY MANAGEMENT","ENVIRONMENTAL SYSTEMS RESEARCH",962297.64
"BUREAU OF OCEAN ENERGY MANAGEMENT","HDR ENVIRONMENTAL, OPERATIONS AND CONSTRUCTION, INC.",821024.4
"BUREAU OF OCEAN ENERGY MANAGEMENT","CGI FEDERAL INC.",391706
"BUREAU OF OCEAN ENERGY MANAGEMENT","CAESAR SYSTEMS, L.L.C.",281250
"BUREAU OF OCEAN ENERGY MANAGEMENT","SCHLUMBERGER TECHNOLOGY CORPORATION",220570.79
"BUREAU OF OCEAN ENERGY MANAGEMENT","DENNIS MILLICAN & ASSOCIATES, INC.",210497.8
"BUREAU OF OCEAN ENERGY MANAGEMENT","ABSG CONSULTING INC.",193138.34
"BUREAU OF OCEAN ENERGY MANAGEMENT","LCH CONSULTING, LLC",186576.38
"BUREAU OF OCEAN ENERGY MANAGEMENT","SMITHSONIAN INSTITUTION",160000
"BUREAU OF OCEAN ENERGY MANAGEMENT","KEARNS & WEST INC",100853
"BUREAU OF RECLAMATION","4 STAR TECHNOLOGIES, INC.",999451.02
"BUREAU OF RECLAMATION","GARDNER ZEMKE COMPANY",991688.23
"BUREAU OF RECLAMATION","ALLRED RESTORATION, INC.",990672.84
"BUREAU OF RECLAMATION","HDR ENGINEERING, INC.",915726.31
"BUREAU OF RECLAMATION","ASIR, LLC",874991.45
"BUREAU OF RECLAMATION","FEDERATED IT, INC.",848248.5
"BUREAU OF RECLAMATION","VICTOR CORPORATION",822498
"BUREAU OF RECLAMATION","BETTER DIRECT, LLC",821790.31
"BUREAU OF RECLAMATION","TOSHIBA AMERICA ENERGY SYSTEMS CORPORATION",774442
"BUREAU OF RECLAMATION","CH2M HILL, INC.",758563.39
"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",830057.97
"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","ERA HELICOPTERS, LLC",759567.98
"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","NATIONAL ACADEMY OF SCIENCES",682177
"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","ENTERGY LOUISIANA, LLC",676260
"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","CRGT, INC.",511147.2
"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","COUNTERTRADE PRODUCTS, INC.",418224.85
"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","MAR, INCORPORATED",290258.89
"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","BOOZ ALLEN HAMILTON INC.",285912.86
"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","CONDORTECH SERVICES INC",204312.15
"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","INSIGHT PUBLIC SECTOR, INC.",172569.6
"BUREAU OF THE FISCAL SERVICE","GRANT THORNTON LLP",996277.17
"BUREAU OF THE FISCAL SERVICE","SOFTWARE TECH ENTERPRISES INCORPORATED",976219.8
"BUREAU OF THE FISCAL SERVICE","NEW TECH SOLUTIONS, INC.",856938.1
"BUREAU OF THE FISCAL SERVICE","ALVAREZ LLC",771950.23
"BUREAU OF THE FISCAL SERVICE","TURNER CONSULTING GROUP INCORPORATED",736752.79
"BUREAU OF THE FISCAL SERVICE","GOVERNMENT ACQUISITIONS, INC.",723487.41
"BUREAU OF THE FISCAL SERVICE","FCN INCORPORATED",696081.94
"BUREAU OF THE FISCAL SERVICE","TALU, LLC",693990.16
"BUREAU OF THE FISCAL SERVICE","AKIRA TECHNOLOGIES, INC.",623256
"BUREAU OF THE FISCAL SERVICE","ALLIANCE TECHNOLOGY GROUP, LLC",599599.53
"CENTERS FOR DISEASE CONTROL AND PREVENTION","G2S CORPORATION",996728.22
"CENTERS FOR DISEASE CONTROL AND PREVENTION","ADVANCED SYSTEMS DESIGN, INC.",995847.48
"CENTERS FOR DISEASE CONTROL AND PREVENTION","ASPEN COMMERCIAL GROUP INC.",990690.37
"CENTERS FOR DISEASE CONTROL AND PREVENTION","RUMPH & ASSOCIATES, P.C.",973561.42
"CENTERS FOR DISEASE CONTROL AND PREVENTION","HEALTH RESEARCH AND ANALYSIS, LLC",969444.56
"CENTERS FOR DISEASE CONTROL AND PREVENTION","LOCKHEED MARTIN SERVICES, INC.",897225.86
"CENTERS FOR DISEASE CONTROL AND PREVENTION","PROFESSIONAL ENGINEERING CONCEPTS INC.",888626.71
"CENTERS FOR DISEASE CONTROL AND PREVENTION","UNITED PARCEL SERVICE INCORPORATED (OH) (2075)",880425
"CENTERS FOR DISEASE CONTROL AND PREVENTION","CHICKASAW HEALTH CONSULTING, LLC",849528.04
"CENTERS FOR DISEASE CONTROL AND PREVENTION","FACILITY SUPPORT SERVICES, LLC",839954.83
"CENTERS FOR MEDICARE AND MEDICAID SERVICES","ACCURATE BIOMETRICS, INC.",992500
"CENTERS FOR MEDICARE AND MEDICAID SERVICES","RICHARD H SWEETMAN IV",979068
"CENTERS FOR MEDICARE AND MEDICAID SERVICES","LEWIS & ELLIS, INC.",978041
"CENTERS FOR MEDICARE AND MEDICAID SERVICES","SUSQUEHANNA ACTUARIAL CONSULTING INCORPORATED",974807
"CENTERS FOR MEDICARE AND MEDICAID SERVICES","ENTERPRISE SERVICES LLC",928018.01
"CENTERS FOR MEDICARE AND MEDICAID SERVICES","MBL TECHNOLOGIES, INC.",908966.44
"CENTERS FOR MEDICARE AND MEDICAID SERVICES","DOCPOINT SOLUTIONS, LLC",899500
"CENTERS FOR MEDICARE AND MEDICAID SERVICES","PRICEWATERHOUSECOOPERS PUBLIC SECTOR LLP",894519.55
"CENTERS FOR MEDICARE AND MEDICAID SERVICES","QUALITY RESOURCE SYSTEMS INC",888985
"CENTERS FOR MEDICARE AND MEDICAID SERVICES","OPTIMAL SOLUTIONS GROUP, LLC",882375.42
"CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","SANDY GILMOUR COMMUNICATIONS, LLC",299864.15
"CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","ATLAS ENGINEERING INC",69968.02
"CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","ABSG CONSULTING INC.",49934.19
"CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","LAZ PARKING LTD, LLC",35424
"CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","MCI COMMUNICATIONS SERVICES INCORPORATED",32541.84
"CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","ELSEVIER B.V.",28255.99
"CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","COMMCORE INC",20000
"CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","BRIEM & ASSOCIATES INC",9000
"CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","CASE FORENSICS CORPORATION",-43.77
"CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","SCHUHMACHER, CURTIS L",-107.73
"COMMERCE, DEPARTMENT OF","NETWORK SPECIALTY GROUP, INC.",482810.31
"COMMERCE, DEPARTMENT OF","KPMG LLP",477274
"COMMERCE, DEPARTMENT OF","INTELLIGENT DECISIONS, INC.",231037.23
"COMMERCE, DEPARTMENT OF","INSIGHT PUBLIC SECTOR, INC.",197507.45
"COMMERCE, DEPARTMENT OF","MISCELLANEOUS FOREIGN AWARDEES",190616.55
"COMMERCE, DEPARTMENT OF","4 STAR TECHNOLOGIES, INC.",111230.91
"COMMERCE, DEPARTMENT OF","THUNDERCAT TECHNOLOGY, LLC",108113.51
"COMMERCE, DEPARTMENT OF","AT&T CORP.",86999.88
"COMMERCE, DEPARTMENT OF","QWEST SERVICES CORPORATION",60281.58
"COMMERCE, DEPARTMENT OF","MICROTECHNOLOGIES LLC",60000
"COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","WEMED SERVICES INC.",208762.24
"COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","ALPHA SAFE & VAULT INC",4966.5
"COMMODITY FUTURES TRADING COMMISSION","INTERNATIONAL BUSINESS MACHINE",703474.92
"COMMODITY FUTURES TRADING COMMISSION","BLUE TECH INC.",651854.71
"COMMODITY FUTURES TRADING COMMISSION","EPOCH CONCEPTS, LLC",479297.91
"COMMODITY FUTURES TRADING COMMISSION","CATAPULT TECHNOLOGY LTD",468211.56
"COMMODITY FUTURES TRADING COMMISSION","ANALYSIS GROUP, INC.",377591
"COMMODITY FUTURES TRADING COMMISSION","AQUILENT INCORPORATED",370000
"COMMODITY FUTURES TRADING COMMISSION","WEST PUBLISHING CORPORATION",352729.98
"COMMODITY FUTURES TRADING COMMISSION","BLOOMBERG FINANCE L.P.",289804.67
"COMMODITY FUTURES TRADING COMMISSION","PORTER NOVELLI PUBLIC SERVICES INC.",253004.96
"COMMODITY FUTURES TRADING COMMISSION","RELX INC.",241394
"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS","SUMMIT CONSULTING LLC",926217.76
